"","Record_Number","Run_ID","Date_Time","Study_Info","Time_Period","LT_Iteration","Risk_Iteration","Run_Status","Memory_Usage","Memory_Avail","Message_Type","Message","Message_Time"
"7653",7652,"Base Case","11/13/2022 11:38:51 PM","Nominal | 11/10/2022 10:57:15 AM","2029_10_14 Hr 24",0,0,"Running"," 2044.8"," 7930.2","Warning","MIP commitment solution found for 10/14/2029 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:38:51 PM"
"7654",7653,"Base Case","11/13/2022 11:39:27 PM","Nominal | 11/10/2022 10:57:15 AM","2035_10_10 Hr 24",0,0,"Running"," 2480.3"," 7485.7","Warning","MIP commitment solution found for 10/10/2035 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:39:27 PM"
"7655",7654,"Base Case","11/13/2022 11:39:27 PM","Nominal | 11/10/2022 10:57:15 AM","2027_04_10 Hr 24",0,0,"Running"," 2482.5"," 7486.0","Warning","MIP commitment solution found for 4/10/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:39:27 PM"
"7656",7655,"Base Case","11/13/2022 11:39:59 PM","Nominal | 11/10/2022 10:57:15 AM","2024_10_08 Hr 24",0,0,"Running"," 2883.0"," 7090.4","Warning","MIP commitment solution found for 10/8/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:39:59 PM"
"7657",7656,"Base Case","11/13/2022 11:40:31 PM","Nominal | 11/10/2022 10:57:15 AM","2027_04_11 Hr 24",0,0,"Running"," 3230.1"," 6725.8","Warning","MIP commitment solution found for 4/11/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:40:31 PM"
"7658",7657,"Base Case","11/13/2022 11:41:45 PM","Nominal | 11/10/2022 10:57:15 AM","2027_04_14 Hr 24",0,0,"Running"," 3216.5"," 6732.0","Warning","MIP commitment solution found for 4/14/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:41:45 PM"
"7659",7658,"Base Case","11/13/2022 11:42:31 PM","Nominal | 11/10/2022 10:57:15 AM","2035_10_11 Hr 24",0,0,"Running"," 3244.0"," 6708.5","Warning","MIP commitment solution found for 10/11/2035 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:42:31 PM"
"7660",7659,"Base Case","11/13/2022 11:44:14 PM","Nominal | 11/10/2022 10:57:15 AM","2033_04_10 Hr 24",0,0,"Running"," 3373.5"," 6568.4","Warning","MIP commitment solution found for 4/10/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:44:14 PM"
"7661",7660,"Base Case","11/13/2022 11:44:26 PM","Nominal | 11/10/2022 10:57:15 AM","2039_04_10 Hr 24",0,0,"Running"," 3364.6"," 6572.5","Warning","MIP commitment solution found for 4/10/2039 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:44:26 PM"
"7662",7661,"Base Case","11/13/2022 11:45:34 PM","Nominal | 11/10/2022 10:57:15 AM","2035_10_12 Hr 24",0,0,"Running"," 3436.8"," 6461.8","Warning","MIP commitment solution found for 10/12/2035 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:45:34 PM"
"7663",7662,"Base Case","11/13/2022 11:46:25 PM","Nominal | 11/10/2022 10:57:15 AM","2024_10_11 Hr 24",0,0,"Running"," 2862.8"," 6990.5","Warning","MIP commitment solution found for 10/11/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:46:25 PM"
"7664",7663,"Base Case","11/13/2022 11:47:01 PM","Nominal | 11/10/2022 10:57:15 AM","2030_04_09 Hr 24",0,0,"Running"," 3182.1"," 6679.1","Warning","MIP commitment solution found for 4/9/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:47:01 PM"
"7665",7664,"Base Case","11/13/2022 11:47:18 PM","Nominal | 11/10/2022 10:57:15 AM","2033_04_11 Hr 24",0,0,"Running"," 3299.0"," 6564.6","Warning","MIP commitment solution found for 4/11/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:47:18 PM"
"7666",7665,"Base Case","11/13/2022 11:47:28 PM","Nominal | 11/10/2022 10:57:15 AM","2024_10_12 Hr 24",0,0,"Running"," 3359.7"," 6499.7","Warning","MIP commitment solution found for 10/12/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:47:28 PM"
"7667",7666,"Base Case","11/13/2022 11:47:29 PM","Nominal | 11/10/2022 10:57:15 AM","2039_04_11 Hr 24",0,0,"Running"," 3318.2"," 6553.8","Warning","MIP commitment solution found for 4/11/2039 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:47:29 PM"
"7668",7667,"Base Case","11/13/2022 11:47:39 PM","Nominal | 11/10/2022 10:57:15 AM","2020_07_09 Hr 24",0,0,"Running"," 3439.4"," 6422.9","Warning","MIP commitment solution found for 7/9/2020 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:47:39 PM"
"7669",7668,"Base Case","11/13/2022 11:48:38 PM","Nominal | 11/10/2022 10:57:15 AM","2035_10_13 Hr 24",0,0,"Running"," 3605.8"," 6220.9","Warning","MIP commitment solution found for 10/13/2035 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:48:38 PM"
"7670",7669,"Base Case","11/13/2022 11:49:08 PM","Nominal | 11/10/2022 10:57:15 AM","2027_10_08 Hr 24",0,0,"Running"," 3621.2"," 6135.6","Warning","MIP commitment solution found for 10/8/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:49:08 PM"
"7671",7670,"Base Case","11/13/2022 11:50:04 PM","Nominal | 11/10/2022 10:57:15 AM","2030_04_10 Hr 24",0,0,"Running"," 3668.9"," 6138.4","Warning","MIP commitment solution found for 4/10/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:50:04 PM"
"7672",7671,"Base Case","11/13/2022 11:50:38 PM","Nominal | 11/10/2022 10:57:15 AM","2033_04_14 Hr 24",0,0,"Running"," 3704.8"," 6068.1","Warning","MIP commitment solution found for 4/14/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:50:38 PM"
"7673",7672,"Base Case","11/13/2022 11:50:45 PM","Nominal | 11/10/2022 10:57:15 AM","2039_04_14 Hr 24",0,0,"Running"," 3871.5"," 5905.7","Warning","MIP commitment solution found for 4/14/2039 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:50:45 PM"
"7674",7673,"Base Case","11/13/2022 11:51:42 PM","Nominal | 11/10/2022 10:57:15 AM","2035_10_14 Hr 24",0,0,"Running"," 4043.9"," 5706.0","Warning","MIP commitment solution found for 10/14/2035 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:51:42 PM"
"7675",7674,"Base Case","11/13/2022 11:53:03 PM","Nominal | 11/10/2022 10:57:15 AM","2027_10_10 Hr 24",0,0,"Running","  356.3"," 5126.8","Warning","MIP commitment solution found for 10/10/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:53:03 PM"
"7676",7675,"Base Case","11/13/2022 11:53:09 PM","Nominal | 11/10/2022 10:57:15 AM","2030_04_11 Hr 24",0,0,"Running","  392.7"," 5097.9","Warning","MIP commitment solution found for 4/11/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:53:09 PM"
"7677",7676,"Base Case","11/13/2022 11:54:24 PM","Nominal | 11/10/2022 10:57:15 AM","2030_04_14 Hr 24",0,0,"Running","  705.3"," 4820.3","Warning","MIP commitment solution found for 4/14/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:54:24 PM"
"7678",7677,"Base Case","11/13/2022 11:54:44 PM","Nominal | 11/10/2022 10:57:15 AM","2025_04_09 Hr 24",0,0,"Running"," 1111.2"," 4430.4","Warning","MIP commitment solution found for 4/9/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:54:44 PM"
"7679",7678,"Base Case","11/13/2022 11:55:48 PM","Nominal | 11/10/2022 10:57:15 AM","2025_04_10 Hr 24",0,0,"Running"," 1242.6"," 4295.6","Warning","MIP commitment solution found for 4/10/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:55:48 PM"
"7680",7679,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1286.9"," 4246.2","Warning","Resource '6371' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7681",7680,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1287.0"," 4246.2","Warning","Resource '6372' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7682",7681,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1287.2"," 4246.2","Warning","Resource '6373' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7683",7682,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1287.4"," 4246.2","Warning","Resource '8155' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7684",7683,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1287.6"," 4246.2","Warning","Resource '10100' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7685",7684,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1287.7"," 4246.2","Warning","Resource '12667' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7686",7685,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1288.1"," 4246.2","Warning","Resource '14029' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7687",7686,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1288.2"," 4246.2","Warning","Resource '12667_2' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7688",7687,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1288.4"," 4246.2","Warning","Resource '12667_3' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7689",7688,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1288.5"," 4246.2","Warning","Resource '8854_2' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7690",7689,"Base Case","11/13/2022 11:56:11 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 01",0,0,"Running"," 1288.6"," 4246.2","Warning","Resource 'Simple_001' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/13/2022 11:56:11 PM"
"7691",7690,"Base Case","11/13/2022 11:56:53 PM","Nominal | 11/10/2022 10:57:15 AM","2025_04_11 Hr 24",0,0,"Running"," 1358.4"," 4232.7","Warning","MIP commitment solution found for 4/11/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:56:53 PM"
"7692",7691,"Base Case","11/13/2022 11:58:05 PM","Nominal | 11/10/2022 10:57:15 AM","2033_10_08 Hr 24",0,0,"Running"," 1524.8"," 4147.5","Warning","MIP commitment solution found for 10/8/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:58:05 PM"
"7693",7692,"Base Case","11/13/2022 11:58:11 PM","Nominal | 11/10/2022 10:57:15 AM","2025_04_14 Hr 24",0,0,"Running"," 1485.8"," 4187.3","Warning","MIP commitment solution found for 4/14/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:58:11 PM"
"7694",7693,"Base Case","11/13/2022 11:59:56 PM","Nominal | 11/10/2022 10:57:15 AM","2027_10_13 Hr 24",0,0,"Running"," 1610.7"," 4060.6","Warning","MIP commitment solution found for 10/13/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/13/2022 11:59:56 PM"
"7695",7694,"Base Case","11/14/2022 12:00:55 AM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 24",0,0,"Running"," 1651.2"," 3999.4","Warning","Original MIP solve for 10/8/2020 was unsuccessful. Trying reformulation.","11/14/2022 12:00:55 AM"
"7696",7695,"Base Case","11/14/2022 12:01:14 AM","Nominal | 11/10/2022 10:57:15 AM","2036_04_10 Hr 24",0,0,"Running"," 1660.7"," 3979.6","Warning","MIP commitment solution found for 4/10/2036 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:01:14 AM"
"7697",7696,"Base Case","11/14/2022 12:01:24 AM","Nominal | 11/10/2022 10:57:15 AM","2030_10_08 Hr 24",0,0,"Running"," 1614.3"," 4026.0","Warning","MIP commitment solution found for 10/8/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:01:24 AM"
"7698",7697,"Base Case","11/14/2022 12:01:40 AM","Nominal | 11/10/2022 10:57:15 AM","2025_06_09 Hr 24",0,0,"Running"," 1643.0"," 3977.1","Warning","MIP commitment solution found for 6/9/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:01:40 AM"
"7699",7698,"Base Case","11/14/2022 12:02:18 AM","Nominal | 11/10/2022 10:57:15 AM","2039_10_09 Hr 24",0,0,"Running"," 1663.3"," 3975.9","Warning","Original MIP solve for 10/9/2039 was unsuccessful. Trying reformulation.","11/14/2022 12:02:18 AM"
"7700",7699,"Base Case","11/14/2022 12:02:58 AM","Nominal | 11/10/2022 10:57:15 AM","2027_10_14 Hr 24",0,0,"Running"," 1701.7"," 3943.8","Warning","MIP commitment solution found for 10/14/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:02:58 AM"
"7701",7700,"Base Case","11/14/2022 12:04:26 AM","Nominal | 11/10/2022 10:57:15 AM","2036_04_11 Hr 24",0,0,"Running"," 1756.1"," 3919.2","Warning","MIP commitment solution found for 4/11/2036 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:04:26 AM"
"7702",7701,"Base Case","11/14/2022 12:04:31 AM","Nominal | 11/10/2022 10:57:15 AM","2030_10_09 Hr 24",0,0,"Running"," 1749.6"," 3924.3","Warning","MIP commitment solution found for 10/9/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:04:31 AM"
"7703",7702,"Base Case","11/14/2022 12:05:39 AM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 24",0,0,"Running"," 1791.6"," 3930.7","Warning","MIP commitment solution found for 10/8/2020 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:05:39 AM"
"7704",7703,"Base Case","11/14/2022 12:06:52 AM","Nominal | 11/10/2022 10:57:15 AM","2025_10_08 Hr 24",0,0,"Running"," 2517.1"," 3132.9","Warning","MIP commitment solution found for 10/8/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:06:52 AM"
"7705",7704,"Base Case","11/14/2022 12:07:19 AM","Nominal | 11/10/2022 10:57:15 AM","2033_10_12 Hr 24",0,0,"Running"," 2549.2"," 3100.3","Warning","MIP commitment solution found for 10/12/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:07:19 AM"
"7706",7705,"Base Case","11/14/2022 12:07:44 AM","Nominal | 11/10/2022 10:57:15 AM","2036_04_14 Hr 24",0,0,"Running"," 2569.9"," 3039.5","Warning","MIP commitment solution found for 4/14/2036 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:07:44 AM"
"7707",7706,"Base Case","11/14/2022 12:08:11 AM","Nominal | 11/10/2022 10:57:15 AM","2020_10_09 Hr 24",0,0,"Running"," 2557.5"," 3237.0","Warning","Daily LP dispatch is infeasible for 3/13/2028","11/14/2022 12:08:11 AM"
"7708",7707,"Base Case","11/14/2022 12:08:48 AM","Nominal | 11/10/2022 10:57:15 AM","2025_10_10 Hr 24",0,0,"Running"," 2673.6"," 3142.4","Warning","MIP commitment solution found for 10/10/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:08:48 AM"
"7709",7708,"Base Case","11/14/2022 12:09:25 AM","Nominal | 11/10/2022 10:57:15 AM","2039_10_09 Hr 24",0,0,"Running"," 2739.1"," 3069.1","Warning","MIP commitment solution found for 10/9/2039 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:09:25 AM"
"7710",7709,"Base Case","11/14/2022 12:09:25 AM","Nominal | 11/10/2022 10:57:15 AM","2039_10_09 Hr 24",0,0,"Running"," 2739.1"," 3069.1","Warning","Storage constraints relaxed for dispatch on 10/9/2039 in order to solve.","11/14/2022 12:09:25 AM"
"7711",7710,"Base Case","11/14/2022 12:09:51 AM","Nominal | 11/10/2022 10:57:15 AM","2025_10_11 Hr 24",0,0,"Running"," 2693.8"," 3116.0","Warning","MIP commitment solution found for 10/11/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:09:51 AM"
"7712",7711,"Base Case","11/14/2022 12:10:09 AM","Nominal | 11/10/2022 10:57:15 AM","2030_10_11 Hr 24",0,0,"Running"," 2717.1"," 3086.2","Warning","MIP commitment solution found for 10/11/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:10:09 AM"
"7713",7712,"Base Case","11/14/2022 12:10:24 AM","Nominal | 11/10/2022 10:57:15 AM","2033_10_13 Hr 24",0,0,"Running"," 2708.9"," 3093.3","Warning","MIP commitment solution found for 10/13/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:10:24 AM"
"7714",7713,"Base Case","11/14/2022 12:10:25 AM","Nominal | 11/10/2022 10:57:15 AM","2020_10_09 Hr 24",0,0,"Running"," 2704.4"," 3104.6","Warning","Original MIP solve for 10/9/2020 was unsuccessful. Trying reformulation.","11/14/2022 12:10:25 AM"
"7715",7714,"Base Case","11/14/2022 12:10:56 AM","Nominal | 11/10/2022 10:57:15 AM","2025_10_12 Hr 24",0,0,"Running"," 2712.7"," 3104.0","Warning","MIP commitment solution found for 10/12/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:10:56 AM"
"7716",7715,"Base Case","11/14/2022 12:11:58 AM","Nominal | 11/10/2022 10:57:15 AM","2025_10_13 Hr 24",0,0,"Running"," 2783.5"," 3007.2","Warning","MIP commitment solution found for 10/13/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:11:58 AM"
"7717",7716,"Base Case","11/14/2022 12:12:33 AM","Nominal | 11/10/2022 10:57:15 AM","2028_04_10 Hr 24",0,0,"Running"," 2802.5"," 2994.7","Warning","MIP commitment solution found for 4/10/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:12:33 AM"
"7718",7717,"Base Case","11/14/2022 12:13:01 AM","Nominal | 11/10/2022 10:57:15 AM","2025_10_14 Hr 24",0,0,"Running"," 2845.5"," 2961.6","Warning","MIP commitment solution found for 10/14/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:13:01 AM"
"7719",7718,"Base Case","11/14/2022 12:13:16 AM","Nominal | 11/10/2022 10:57:15 AM","2030_10_12 Hr 24",0,0,"Running"," 2977.7"," 2833.8","Warning","MIP commitment solution found for 10/12/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:13:16 AM"
"7720",7719,"Base Case","11/14/2022 12:13:23 AM","Nominal | 11/10/2022 10:57:15 AM","2039_10_11 Hr 24",0,0,"Running"," 3065.5"," 2746.1","Warning","MIP commitment solution found for 10/11/2039 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:13:23 AM"
"7721",7720,"Base Case","11/14/2022 12:15:15 AM","Nominal | 11/10/2022 10:57:15 AM","2033_12_08 Hr 24",0,0,"Running"," 3321.2"," 2558.0","Warning","MIP commitment solution found for 12/8/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:15:15 AM"
"7722",7721,"Base Case","11/14/2022 12:15:18 AM","Nominal | 11/10/2022 10:57:15 AM","2025_12_31 Hr 24",0,0,"Running"," 3342.6"," 2534.1","Informational","Daily commitment optimization (MIP) times: Avg = 13.91 sec, Min = 1.04 sec, Max = 180.49 sec","11/14/2022 12:15:18 AM"
"7723",7722,"Base Case","11/14/2022 12:15:37 AM","Nominal | 11/10/2022 10:57:15 AM","2028_04_11 Hr 24",0,0,"Running"," 3384.9"," 2479.5","Warning","MIP commitment solution found for 4/11/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:15:37 AM"
"7724",7723,"Base Case","11/14/2022 12:18:43 AM","Nominal | 11/10/2022 10:57:15 AM","2039_10_13 Hr 24",0,0,"Running"," 4067.3"," 1787.4","Warning","MIP commitment solution found for 10/13/2039 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:18:43 AM"
"7725",7724,"Base Case","11/14/2022 12:19:19 AM","Nominal | 11/10/2022 10:57:15 AM","2028_04_14 Hr 24",0,0,"Running"," 3956.5"," 1644.4","Warning","MIP commitment solution found for 4/14/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:19:19 AM"
"7726",7725,"Base Case","11/14/2022 12:19:53 AM","Nominal | 11/10/2022 10:57:15 AM","2020_10_09 Hr 24",0,0,"Running","   29.1"," 1343.8","Warning","MIP reformulation unsuccessful for 10/9/2020.","11/14/2022 12:19:53 AM"
"7727",7726,"Base Case","11/14/2022 12:19:53 AM","Nominal | 11/10/2022 10:57:15 AM","2020_10_09 Hr 24",0,0,"Running","   29.1"," 1343.8","Warning","Daily LP dispatch infeasible in 10/9/2020","11/14/2022 12:19:53 AM"
"7728",7727,"Base Case","11/14/2022 12:20:23 AM","Nominal | 11/10/2022 10:57:15 AM","2036_10_09 Hr 24",0,0,"Running","   69.6"," 1303.3","Warning","Original MIP solve for 10/9/2036 was unsuccessful. Trying reformulation.","11/14/2022 12:20:23 AM"
"7729",7728,"Base Case","11/14/2022 12:21:49 AM","Nominal | 11/10/2022 10:57:15 AM","2039_10_14 Hr 24",0,0,"Running","  127.2"," 1240.5","Warning","MIP commitment solution found for 10/14/2039 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:21:49 AM"
"7730",7729,"Base Case","11/14/2022 12:22:51 AM","Nominal | 11/10/2022 10:57:15 AM","2034_04_09 Hr 24",0,0,"Running","  185.9"," 1174.9","Warning","MIP commitment solution found for 4/9/2034 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:22:51 AM"
"7731",7730,"Base Case","11/14/2022 12:23:07 AM","Nominal | 11/10/2022 10:57:15 AM","2031_04_09 Hr 24",0,0,"Running","  199.3"," 1154.7","Warning","MIP commitment solution found for 4/9/2031 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:23:07 AM"
"7732",7731,"Base Case","11/14/2022 12:24:14 AM","Nominal | 11/10/2022 10:57:15 AM","2028_06_11 Hr 24",0,0,"Running","  237.6"," 1095.7","Warning","MIP commitment solution found for 6/11/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:24:14 AM"
"7733",7732,"Base Case","11/14/2022 12:24:49 AM","Nominal | 11/10/2022 10:57:15 AM","2020_10_10 Hr 24",0,0,"Running","  244.9"," 1217.4","Warning","Original MIP solve for 10/10/2020 was unsuccessful. Trying reformulation.","11/14/2022 12:24:49 AM"
"7734",7733,"Base Case","11/14/2022 12:25:56 AM","Nominal | 11/10/2022 10:57:15 AM","2034_04_10 Hr 24",0,0,"Running","  314.3"," 1131.0","Warning","MIP commitment solution found for 4/10/2034 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:25:56 AM"
"7735",7734,"Base Case","11/14/2022 12:26:12 AM","Nominal | 11/10/2022 10:57:15 AM","2031_04_10 Hr 24",0,0,"Running","  318.2"," 1110.0","Warning","MIP commitment solution found for 4/10/2031 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:26:12 AM"
"7736",7735,"Base Case","11/14/2022 12:27:26 AM","Nominal | 11/10/2022 10:57:15 AM","2028_08_09 Hr 24",0,0,"Running","  377.7"," 1037.1","Warning","MIP commitment solution found for 8/9/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:27:26 AM"
"7737",7736,"Base Case","11/14/2022 12:27:37 AM","Nominal | 11/10/2022 10:57:15 AM","2036_10_09 Hr 24",0,0,"Running","  351.9"," 1063.8","Warning","MIP commitment solution found for 10/9/2036 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/14/2022 12:27:37 AM"
