Date,Price ($),30Ravg ($),AIL Demand (MW)
06/17/2015 20,25.36,70.59,8919
06/17/2015 21,24.57,70.59,8840
06/17/2015 22,23.26,70.6,8716
06/17/2015 23,22.05,70.6,8610
06/17/2015 24,20.32,70.61,8365
06/18/2015 01,19.81,70.61,8117
06/18/2015 02,19.62,70.62,7958
06/18/2015 03,18.25,70.62,7898
06/18/2015 04,18.24,70.63,7896
06/18/2015 05,18.05,70.63,7918
06/18/2015 06,19.11,70.63,7975
06/18/2015 07,27.77,70.64,8327
06/18/2015 08,25.32,70.64,8787
06/18/2015 09,24.9,70.64,9033
06/18/2015 10,24.7,70.62,9186
06/18/2015 11,23.44,70.61,9278
06/18/2015 12,23.31,70.59,9365
06/18/2015 13,23.98,70.56,9442
06/18/2015 14,29.34,70.54,9552
06/18/2015 15,32.17,70.53,9561
06/18/2015 16,32.37,70.53,9552
06/18/2015 17,153.88,70.69,9531
06/18/2015 18,78.59,70.75,9465
06/18/2015 19,39.31,70.76,9342
06/18/2015 20,32.32,70.76,9298
06/18/2015 21,31.7,70.77,9169
06/18/2015 22,31.7,70.77,9014
06/18/2015 23,30.54,70.78,8903
06/18/2015 24,42.62,70.81,8618
06/19/2015 01,32.29,70.83,8290
06/19/2015 02,29.53,70.85,8086
06/19/2015 03,21.75,70.85,8003
06/19/2015 04,21.75,70.86,7941
06/19/2015 05,23.18,70.87,7901
06/19/2015 06,25,70.88,7933
06/19/2015 07,29.25,70.89,8273
06/19/2015 08,27.67,70.89,8742
06/19/2015 09,33.01,70.89,9104
06/19/2015 10,47.58,70.9,9329
06/19/2015 11,55.22,70.93,9505
06/19/2015 12,146.88,71.1,9548
06/19/2015 13,78.94,71.16,9646
06/19/2015 14,34.7,71.15,9718
06/19/2015 15,22.34,71.11,9763
06/19/2015 16,22.08,71.07,9731
06/19/2015 17,20.97,70.98,9694
06/19/2015 18,22.58,70.89,9601
06/19/2015 19,20.27,70.86,9384
06/19/2015 20,21.07,70.83,9196
06/19/2015 21,22.18,70.81,9067
06/19/2015 22,20.28,70.78,8939
06/19/2015 23,20.43,70.77,8882
06/19/2015 24,21.4,70.77,8604
06/20/2015 01,19.39,70.77,8286
06/20/2015 02,18.25,70.77,8080
06/20/2015 03,16.62,70.76,7942
06/20/2015 04,18.13,70.76,7867
06/20/2015 05,19.66,70.76,7901
06/20/2015 06,19.72,70.76,7822
06/20/2015 07,19.73,70.71,7816
06/20/2015 08,21.31,70.64,8039
06/20/2015 09,24.86,70.6,8417
06/20/2015 10,26.88,70.57,8699
06/20/2015 11,28.09,70.56,8861
06/20/2015 12,28.58,70.5,8946
06/20/2015 13,26.01,70.2,8985
06/20/2015 14,26.09,69.81,8981
06/20/2015 15,25.89,69.33,8956
06/20/2015 16,24.07,69.24,8936
06/20/2015 17,22.85,69.16,8988
06/20/2015 18,22.93,68.73,9003
06/20/2015 19,32.42,68.71,8935
06/20/2015 20,28.51,68.72,8836
06/20/2015 21,21.01,68.72,8778
06/20/2015 22,21.75,68.72,8664
06/20/2015 23,22.55,68.71,8628
06/20/2015 24,26,68.71,8440
06/21/2015 01,24.27,68.72,8255
06/21/2015 02,20.56,68.72,8122
06/21/2015 03,19.15,68.72,8016
06/21/2015 04,18.75,68.72,7967
06/21/2015 05,19.75,68.72,7924
06/21/2015 06,20,68.72,7830
06/21/2015 07,20,68.73,7825
06/21/2015 08,18.9,68.67,7944
06/21/2015 09,19.46,68.57,8166
06/21/2015 10,23.29,68.48,8450
06/21/2015 11,23.58,67.95,8631
06/21/2015 12,25.29,67.17,8720
06/21/2015 13,21.55,66.14,8834
06/21/2015 14,21.42,64.98,8829
06/21/2015 15,22.85,63.95,8832
06/21/2015 16,20.12,62.89,8884
06/21/2015 17,24.55,61.89,8927
06/21/2015 18,24.7,61.09,8926
06/21/2015 19,23.2,61.04,8821
06/21/2015 20,21.06,61.04,8746
06/21/2015 21,29.44,61.05,8703
06/21/2015 22,29.6,61.06,8672
06/21/2015 23,30.49,60.66,8663
06/21/2015 24,35.57,60.58,8460
06/22/2015 01,26.37,60.56,8168
06/22/2015 02,23.15,60.56,8005
06/22/2015 03,22.11,60.47,7924
06/22/2015 04,18.4,60.42,7884
06/22/2015 05,17.1,60.4,7888
06/22/2015 06,14.08,60.39,7948
06/22/2015 07,23.01,60.4,8288
06/22/2015 08,24.74,60.41,8776
06/22/2015 09,31.45,60.36,9080
06/22/2015 10,35.93,60.34,9305
06/22/2015 11,33.19,60.31,9492
06/22/2015 12,442.2,60.86,9526
06/22/2015 13,279.75,60.81,9502
06/22/2015 14,950,61.99,9567
06/22/2015 15,937.33,62.9,9581
06/22/2015 16,116.85,62.73,9730
06/22/2015 17,129.96,62.56,9828
06/22/2015 18,41.6,62.15,9799
06/22/2015 19,22.38,62.12,9618
06/22/2015 20,21.03,62.09,9462
06/22/2015 21,20.87,62.09,9377
06/22/2015 22,23.21,62.1,9246
06/22/2015 23,24.3,62.1,9073
06/22/2015 24,22.7,62.11,8726
06/23/2015 01,18.82,62.11,8401
06/23/2015 02,14.97,62.1,8168
06/23/2015 03,12.81,62.09,8040
06/23/2015 04,12.81,62.08,7983
06/23/2015 05,12.55,62.08,7962
06/23/2015 06,11.55,62.06,7998
06/23/2015 07,11.56,62.06,8310
06/23/2015 08,22.26,62.06,8806
06/23/2015 09,29.01,62.08,9171
06/23/2015 10,32.25,62.09,9405
06/23/2015 11,30.88,62.11,9539
06/23/2015 12,31.28,62.12,9684
06/23/2015 13,30.9,62.14,9762
06/23/2015 14,34.71,62.16,9861
06/23/2015 15,662.47,63.05,9734
06/23/2015 16,492.56,63.7,9687
06/23/2015 17,31.83,63.71,9692
06/23/2015 18,25.53,63.37,9654
06/23/2015 19,23.57,62.94,9433
06/23/2015 20,27.37,62.93,9293
06/23/2015 21,27.8,62.94,9214
06/23/2015 22,25.01,62.87,9053
06/23/2015 23,22.98,62.85,8911
06/23/2015 24,25.73,62.85,8607
06/24/2015 01,26,62.86,8341
06/24/2015 02,26.1,62.87,8181
06/24/2015 03,15.2,62.87,8093
06/24/2015 04,14.92,62.86,8052
06/24/2015 05,14.75,62.85,8033
06/24/2015 06,15.25,62.85,8058
06/24/2015 07,16.5,62.84,8436
06/24/2015 08,18.95,62.84,8958
06/24/2015 09,27,62.71,9342
06/24/2015 10,28.22,61.71,9577
06/24/2015 11,28.43,61.16,9747
06/24/2015 12,36.2,61.14,9784
06/24/2015 13,34.26,61.07,9793
06/24/2015 14,28.81,60.24,9923
06/24/2015 15,477.85,59.9,9940
06/24/2015 16,765.59,59.91,9891
06/24/2015 17,773.25,59.97,9915
06/24/2015 18,776.33,60.06,9912
06/24/2015 19,63.57,59.41,9771
06/24/2015 20,30.29,59.4,9751
06/24/2015 21,30.53,59.41,9634
06/24/2015 22,30.39,59.42,9495
06/24/2015 23,30.65,59.44,9351
06/24/2015 24,47.69,59.48,9029
06/25/2015 01,42.47,59.51,8669
06/25/2015 02,32.73,59.53,8429
06/25/2015 03,20.23,59.53,8279
06/25/2015 04,19.96,59.53,8222
06/25/2015 05,20.33,59.54,8199
06/25/2015 06,25.99,59.55,8210
06/25/2015 07,29.19,59.57,8538
06/25/2015 08,25.27,59.58,9054
06/25/2015 09,123.19,59.72,9380
06/25/2015 10,21.98,59.72,9657
06/25/2015 11,28.32,59.72,9890
06/25/2015 12,847.3,60.84,9939
06/25/2015 13,962.57,62.12,9929
06/25/2015 14,947.83,63.39,10071
06/25/2015 15,955.83,64.69,10103
06/25/2015 16,877.66,65.88,10156
06/25/2015 17,765.85,66.91,10158
06/25/2015 18,452.62,67.51,10062
06/25/2015 19,151.65,67.69,9836
06/25/2015 20,74.23,67.76,9711
06/25/2015 21,50.04,67.8,9659
06/25/2015 22,25.57,67.8,9556
06/25/2015 23,28.97,67.81,9371
06/25/2015 24,40.12,67.84,9058
06/26/2015 01,30.79,67.86,8717
06/26/2015 02,28.91,67.89,8530
06/26/2015 03,20.53,67.91,8423
06/26/2015 04,16.87,67.91,8362
06/26/2015 05,17.99,67.92,8377
06/26/2015 06,16,67.92,8365
06/26/2015 07,17.33,67.92,8682
06/26/2015 08,18.09,67.91,9255
06/26/2015 09,21.38,67.91,9656
06/26/2015 10,24.4,67.91,9985
06/26/2015 11,28.86,67.92,10167
06/26/2015 12,797.7,69,10233
06/26/2015 13,979.75,70.32,10203
06/26/2015 14,983.3,71.65,10279
06/26/2015 15,986.11,72.98,10319
06/26/2015 16,883.48,74.17,10316
06/26/2015 17,846.78,75.31,10285
06/26/2015 18,441.12,75.89,10147
06/26/2015 19,37.1,75.91,9954
06/26/2015 20,36.45,75.93,9907
06/26/2015 21,28.29,75.94,9870
06/26/2015 22,21.83,75.94,9726
06/26/2015 23,24.59,75.94,9576
06/26/2015 24,46.59,75.98,9316
06/27/2015 01,34.33,76.01,8936
06/27/2015 02,29.6,76.02,8659
06/27/2015 03,25.54,76.04,8502
06/27/2015 04,25.15,76.06,8392
06/27/2015 05,25.15,76.08,8351
06/27/2015 06,22.23,76.1,8218
06/27/2015 07,18.06,76.1,8306
06/27/2015 08,13,76.1,8574
06/27/2015 09,20.87,76.11,9000
06/27/2015 10,23.43,76.12,9406
06/27/2015 11,21.08,76.12,9672
06/27/2015 12,55.39,76.18,9792
06/27/2015 13,78.91,76.26,9869
06/27/2015 14,85.34,76.36,9905
06/27/2015 15,85.34,76.45,9946
06/27/2015 16,979.74,77.78,9900
06/27/2015 17,979.5,79.1,9908
06/27/2015 18,979.43,80.43,9884
06/27/2015 19,839.01,81.56,9754
06/27/2015 20,37.49,81.57,9667
06/27/2015 21,28.93,81.58,9636
06/27/2015 22,29.93,81.59,9517
06/27/2015 23,55.17,81.64,9404
06/27/2015 24,313.96,82.04,9168
06/28/2015 01,61.95,82.1,8883
06/28/2015 02,41.59,82.14,8655
06/28/2015 03,23.77,82.15,8499
06/28/2015 04,12.52,82.14,8393
06/28/2015 05,16.68,82.14,8292
06/28/2015 06,12.68,82.14,8133
06/28/2015 07,16.28,82.13,8211
06/28/2015 08,12.68,82.12,8440
06/28/2015 09,15.09,82.1,8791
06/28/2015 10,20.59,82.1,9199
06/28/2015 11,67.39,82.17,9506
06/28/2015 12,103.66,81.76,9646
06/28/2015 13,101,81.86,9757
06/28/2015 14,101,81.96,9820
06/28/2015 15,101,82.05,9843
06/28/2015 16,850.71,83.2,9868
06/28/2015 17,960.53,84.5,9907
06/28/2015 18,985.97,85.8,9955
06/28/2015 19,985.54,87.12,9928
06/28/2015 20,874.91,88.31,9853
06/28/2015 21,802.91,89.4,9747
06/28/2015 22,201.45,89.66,9605
06/28/2015 23,526.96,90.35,9507
06/28/2015 24,730.32,91.3,9141
06/29/2015 01,81.29,91.37,8798
06/29/2015 02,30.07,91.36,8640
06/29/2015 03,18.15,91.35,8517
06/29/2015 04,13.45,91.32,8470
06/29/2015 05,23.87,91.33,8544
06/29/2015 06,27.6,91.34,8566
06/29/2015 07,31.26,91.36,8886
06/29/2015 08,21.45,91.36,9359
06/29/2015 09,27.92,91.35,9760
06/29/2015 10,767.92,92.36,9871
06/29/2015 11,997.98,92.66,9907
06/29/2015 12,998.04,92.75,9981
06/29/2015 13,989.13,92.83,10008
06/29/2015 14,870,92.76,9997
06/29/2015 15,861.78,92.69,9962
06/29/2015 16,120.17,91.68,9949
06/29/2015 17,405.26,91.92,9939
06/29/2015 18,620.83,92.44,9839
06/29/2015 19,40.5,92.41,9666
06/29/2015 20,56.3,92.43,9546
06/29/2015 21,42.16,92.45,9222
06/29/2015 22,18.64,92.44,9067
06/29/2015 23,19.83,92.43,9066
06/29/2015 24,32.81,92.44,8800
06/30/2015 01,28.28,92.45,8587
06/30/2015 02,31.23,92.47,8412
06/30/2015 03,29.93,92.48,8335
06/30/2015 04,31.36,92.5,8255
06/30/2015 05,20.89,92.51,8260
06/30/2015 06,13.76,92.5,8351
06/30/2015 07,30.15,92.52,8641
06/30/2015 08,179.55,92.74,9040
06/30/2015 09,30.24,92.76,9348
06/30/2015 10,33.6,92.75,9607
06/30/2015 11,34.8,92.77,9790
06/30/2015 12,50.45,92.81,9940
06/30/2015 13,130.33,92.97,10018
06/30/2015 14,525.08,93.67,9987
06/30/2015 15,750.19,94.68,10002
06/30/2015 16,750.19,95.7,9956
06/30/2015 17,455.78,96.3,9905
06/30/2015 18,579.97,97.08,9820
06/30/2015 19,111.59,97.2,9591
06/30/2015 20,44.21,97.23,9521
06/30/2015 21,26.35,97.23,9446
06/30/2015 22,28.87,97.24,9367
06/30/2015 23,46.64,97.25,9263
06/30/2015 24,69.71,97.31,8925
07/01/2015 01,37.05,97.33,8592
07/01/2015 02,29.57,97.35,8422
07/01/2015 03,24.06,97.36,8305
07/01/2015 04,21.92,97.38,8209
07/01/2015 05,19.98,97.38,8144
07/01/2015 06,13.26,97.37,8082
07/01/2015 07,17.03,97.36,8079
07/01/2015 08,9.5,97.35,8244
07/01/2015 09,11.05,97.32,8425
07/01/2015 10,13.76,97.31,8690
07/01/2015 11,15.3,97.29,8925
07/01/2015 12,16.48,97.28,9042
07/01/2015 13,19.72,97.26,9137
07/01/2015 14,19.91,97.23,9208
07/01/2015 15,21.99,97.22,9232
07/01/2015 16,26.65,97.21,9291
07/01/2015 17,29.39,97.22,9398
07/01/2015 18,31.7,97.23,9479
07/01/2015 19,30.11,97.24,9382
07/01/2015 20,30.29,97.26,9308
07/01/2015 21,26.91,97.27,9158
07/01/2015 22,25.29,97.28,9025
07/01/2015 23,24.75,97.29,8939
07/01/2015 24,30.43,97.3,8718
07/02/2015 01,22.95,97.31,8454
07/02/2015 02,20.35,97.32,8232
07/02/2015 03,19.67,97.33,8117
07/02/2015 04,16.71,97.34,8070
07/02/2015 05,13.01,97.34,8072
07/02/2015 06,13.16,97.33,8047
07/02/2015 07,18.19,97.33,8362
07/02/2015 08,19.46,97.33,8840
07/02/2015 09,23.68,97.33,9314
07/02/2015 10,26.1,97.33,9660
07/02/2015 11,21.99,97.33,9893
07/02/2015 12,21.41,97.33,10033
07/02/2015 13,33.25,97.34,10128
07/02/2015 14,33.28,97.35,10207
07/02/2015 15,33.35,97.36,10222
07/02/2015 16,33.21,97.38,10273
07/02/2015 17,33.35,97.39,10333
07/02/2015 18,33.35,97.4,10261
07/02/2015 19,31.24,97.41,10128
07/02/2015 20,22.84,97.41,10032
07/02/2015 21,32.38,97.43,9900
07/02/2015 22,25.86,97.43,9684
07/02/2015 23,22.09,97.43,9531
07/02/2015 24,46.17,97.46,9214
07/03/2015 01,26.51,97.47,8798
07/03/2015 02,21.34,97.47,8576
07/03/2015 03,18.73,97.47,8420
07/03/2015 04,17.61,97.48,8305
07/03/2015 05,17.83,97.48,8320
07/03/2015 06,18.37,97.49,8326
07/03/2015 07,20.8,97.48,8581
07/03/2015 08,20.28,97.48,9024
07/03/2015 09,28.27,97.49,9459
07/03/2015 10,32.59,97.5,9773
07/03/2015 11,31.16,97.51,10045
07/03/2015 12,33.9,97.53,10180
07/03/2015 13,33.9,97.54,10232
07/03/2015 14,34.91,97.55,10231
07/03/2015 15,36.05,97.56,10237
07/03/2015 16,35.9,97.56,10184
07/03/2015 17,31.6,97.56,10213
07/03/2015 18,37.99,96.69,10197
07/03/2015 19,28.01,96.48,10020
07/03/2015 20,29.26,96.45,9905
07/03/2015 21,25.51,96.45,9693
07/03/2015 22,25.7,96.46,9485
07/03/2015 23,26.3,96.46,9386
07/03/2015 24,27.78,96.47,9091
07/04/2015 01,31.71,96.48,8709
07/04/2015 02,22.08,96.49,8416
07/04/2015 03,16.02,96.48,8267
07/04/2015 04,12.58,96.48,8184
07/04/2015 05,11.94,96.47,8128
07/04/2015 06,11.34,96.46,8053
07/04/2015 07,15.01,96.45,8057
07/04/2015 08,17.95,96.44,8227
07/04/2015 09,24.7,96.23,8527
07/04/2015 10,27.35,96.07,8858
07/04/2015 11,28.24,94.78,9073
07/04/2015 12,30.5,93.5,9210
07/04/2015 13,33.99,92.25,9312
07/04/2015 14,33.99,92.15,9309
07/04/2015 15,31.65,92.13,9294
07/04/2015 16,31.05,90.89,9261
07/04/2015 17,26.06,89.65,9178
07/04/2015 18,21.79,88.92,9105
07/04/2015 19,20.82,88.88,8942
07/04/2015 20,16.32,88.87,8809
07/04/2015 21,13.06,88.85,8676
07/04/2015 22,13.44,88.84,8647
07/04/2015 23,18.65,88.84,8585
07/04/2015 24,29.97,88.85,8420
07/05/2015 01,24.32,88.85,8224
07/05/2015 02,20.48,88.85,8073
07/05/2015 03,15.6,88.85,7927
07/05/2015 04,12.5,88.84,7870
07/05/2015 05,12.5,88.83,7857
07/05/2015 06,12.37,88.82,7818
07/05/2015 07,12.13,88.8,7778
07/05/2015 08,11.86,88.79,7878
07/05/2015 09,13.68,88.76,8086
07/05/2015 10,15.21,88.28,8300
07/05/2015 11,17.72,88.18,8497
07/05/2015 12,19.02,87.43,8611
07/05/2015 13,19.23,86.35,8736
07/05/2015 14,20.27,85.24,8823
07/05/2015 15,19.44,84.1,8854
07/05/2015 16,19.95,83.05,8903
07/05/2015 17,22.94,82.1,9004
07/05/2015 18,25.11,81.23,9094
07/05/2015 19,25.97,81.2,9047
07/05/2015 20,25.58,81.2,9013
07/05/2015 21,25.02,81.2,8928
07/05/2015 22,23.77,81.2,8873
07/05/2015 23,23.58,81.2,8837
07/05/2015 24,26.45,81.18,8582
07/06/2015 01,23.62,81.18,8290
07/06/2015 02,19.7,81.18,8119
07/06/2015 03,19.97,81.18,8004
07/06/2015 04,16.95,81.17,7938
07/06/2015 05,16.18,81.17,7967
07/06/2015 06,20.7,81.17,7950
07/06/2015 07,26.91,81.18,8219
07/06/2015 08,24.81,81.19,8642
07/06/2015 09,25.53,81.2,8958
07/06/2015 10,26.93,81.21,9218
07/06/2015 11,27.94,81.22,9413
07/06/2015 12,30.58,81.23,9601
07/06/2015 13,30.48,81.24,9680
07/06/2015 14,33.7,81.26,9797
07/06/2015 15,30.91,81.27,9837
07/06/2015 16,62.11,81.29,9817
07/06/2015 17,48.57,81.29,9831
07/06/2015 18,37.12,81.27,9823
07/06/2015 19,27.38,81.28,9684
07/06/2015 20,26.85,81.29,9562
07/06/2015 21,27.45,81.29,9457
07/06/2015 22,33.27,81.31,9348
07/06/2015 23,28.27,81.31,9130
07/06/2015 24,28.62,81.3,8789
07/07/2015 01,14.72,81.28,8439
07/07/2015 02,11.4,81.26,8183
07/07/2015 03,13.42,81.25,8077
07/07/2015 04,14.62,81.25,8059
07/07/2015 05,17.06,81.26,8055
07/07/2015 06,17.11,81.27,8085
07/07/2015 07,15.98,81.28,8304
07/07/2015 08,18.39,81.29,8729
07/07/2015 09,20.88,81.3,9015
07/07/2015 10,21.05,81.31,9218
07/07/2015 11,22.65,81.32,9414
07/07/2015 12,24.31,81.32,9539
07/07/2015 13,27.51,81.33,9609
07/07/2015 14,31.53,81.35,9635
07/07/2015 15,26.92,81.35,9648
07/07/2015 16,26.43,81.36,9689
07/07/2015 17,37.07,81.37,9708
07/07/2015 18,40.58,81.39,9681
07/07/2015 19,34.21,81.4,9531
07/07/2015 20,30.37,81.41,9447
07/07/2015 21,27.49,81.42,9366
07/07/2015 22,22.85,81.43,9211
07/07/2015 23,22.76,81.43,9100
07/07/2015 24,28.43,81.44,8785
07/08/2015 01,22.4,81.44,8424
07/08/2015 02,18.81,81.45,8194
07/08/2015 03,16.88,81.46,8079
07/08/2015 04,14.08,81.46,8013
07/08/2015 05,13.53,81.46,8011
07/08/2015 06,12.62,81.46,7990
07/08/2015 07,16.06,81.46,8247
07/08/2015 08,18.18,81.45,8699
07/08/2015 09,21.09,81.44,9045
07/08/2015 10,24.3,81.43,9326
07/08/2015 11,30.63,81.43,9571
07/08/2015 12,32.31,81.4,9816
07/08/2015 13,42.08,81.4,9923
07/08/2015 14,40.88,81.39,10038
07/08/2015 15,66.69,81.44,10106
07/08/2015 16,82.04,81.51,10170
07/08/2015 17,80.12,81.59,10222
07/08/2015 18,369.15,82.08,10112
07/08/2015 19,27.29,82.09,9997
07/08/2015 20,35.19,82.11,9882
07/08/2015 21,30.82,82.12,9744
07/08/2015 22,22.12,82.12,9606
07/08/2015 23,20.29,82.13,9481
07/08/2015 24,20.42,82.13,9147
07/09/2015 01,15.18,82.11,8757
07/09/2015 02,12.12,82.09,8475
07/09/2015 03,11.99,82.07,8365
07/09/2015 04,12.84,82.06,8303
07/09/2015 05,13.89,82.05,8295
07/09/2015 06,17.16,82.04,8316
07/09/2015 07,16.59,82.03,8560
07/09/2015 08,19.13,82.03,9037
07/09/2015 09,25.1,82.02,9484
07/09/2015 10,29.93,82.01,9829
07/09/2015 11,30.48,81.99,10095
07/09/2015 12,34.24,82,10310
07/09/2015 13,180.81,82.21,10408
07/09/2015 14,31.89,82.21,10441
07/09/2015 15,34.55,82.21,10470
07/09/2015 16,25.33,82.2,10509
07/09/2015 17,33.15,82.18,10520
07/09/2015 18,45.14,82.2,10438
07/09/2015 19,33.93,82.2,10292
07/09/2015 20,81.37,82.27,10286
07/09/2015 21,52.16,82.3,10178
07/09/2015 22,40.03,82.32,9954
07/09/2015 23,29.78,82.33,9810
07/09/2015 24,27.79,82.34,9489
07/10/2015 01,19.81,82.34,9042
07/10/2015 02,17.28,82.34,8749
07/10/2015 03,15.66,82.34,8583
07/10/2015 04,15.62,82.34,8528
07/10/2015 05,23,82.36,8471
07/10/2015 06,23.13,82.36,8494
07/10/2015 07,24.39,82.35,8733
07/10/2015 08,21.79,82.35,9146
07/10/2015 09,23.08,82.34,9533
07/10/2015 10,24.33,82.33,9843
07/10/2015 11,24.91,82.32,10065
07/10/2015 12,24.65,82.31,10261
07/10/2015 13,25,81.86,10391
07/10/2015 14,27.24,81.7,10508
07/10/2015 15,51.83,81.74,10507
07/10/2015 16,67.17,81.8,10504
07/10/2015 17,87.8,81.89,10485
07/10/2015 18,38.97,81.27,10423
07/10/2015 19,25.42,81.27,10199
07/10/2015 20,25,81.27,10010
07/10/2015 21,25.66,81.27,9850
07/10/2015 22,26.47,81.27,9724
07/10/2015 23,22.78,81.27,9621
07/10/2015 24,19.57,81.26,9293
07/11/2015 01,16.5,81.27,8939
07/11/2015 02,11.65,81.26,8634
07/11/2015 03,11.72,81.26,8453
07/11/2015 04,14.17,81.26,8373
07/11/2015 05,15.19,81.26,8370
07/11/2015 06,15.24,81.26,8285
07/11/2015 07,13.9,81.25,8261
07/11/2015 08,11.64,81.23,8486
07/11/2015 09,16.41,81.21,8902
07/11/2015 10,18.87,81.2,9316
07/11/2015 11,32.16,81.21,9595
07/11/2015 12,37.99,81.23,9780
07/11/2015 13,32.08,81.24,9888
07/11/2015 14,30.48,81.26,9969
07/11/2015 15,35.1,81.28,10037
07/11/2015 16,39.56,81.31,10065
07/11/2015 17,39.09,81.33,10107
07/11/2015 18,30.45,81.33,10078
07/11/2015 19,18.53,81.33,9885
07/11/2015 20,18.42,81.34,9741
07/11/2015 21,18.29,81.34,9635
07/11/2015 22,17.76,81.34,9529
07/11/2015 23,17.83,81.34,9454
07/11/2015 24,19.3,81.35,9204
07/12/2015 01,20.68,81.36,8943
07/12/2015 02,15.63,81.37,8737
07/12/2015 03,13.61,81.37,8562
07/12/2015 04,12.8,81.37,8446
07/12/2015 05,13.2,81.37,8399
07/12/2015 06,11.19,81.36,8315
07/12/2015 07,10.59,81.34,8363
07/12/2015 08,9.55,81.33,8507
07/12/2015 09,13.66,81.32,8733
07/12/2015 10,16.97,81.31,8989
07/12/2015 11,17.5,81.28,9182
07/12/2015 12,16.7,81.25,9347
07/12/2015 13,17.63,81.23,9422
07/12/2015 14,17.75,81.23,9474
07/12/2015 15,17.04,81.23,9435
07/12/2015 16,17.75,81.22,9561
07/12/2015 17,18.4,81.22,9728
07/12/2015 18,26.24,81.23,9832
07/12/2015 19,18.77,81.22,9628
07/12/2015 20,17.75,81.22,9480
07/12/2015 21,17.75,81.21,9395
07/12/2015 22,17.54,81.2,9377
07/12/2015 23,17.39,81.19,9295
07/12/2015 24,14.15,81.17,8956
07/13/2015 01,11.16,81.16,8606
07/13/2015 02,9.33,81.14,8439
07/13/2015 03,11.65,81.13,8326
07/13/2015 04,10.62,81.12,8240
07/13/2015 05,13.02,81.11,8250
07/13/2015 06,13.51,81.1,8292
07/13/2015 07,18.91,81.1,8598
07/13/2015 08,20.62,81.1,9046
07/13/2015 09,22.18,81.1,9451
07/13/2015 10,27.29,81.11,9818
07/13/2015 11,29.79,81.12,10073
07/13/2015 12,32.32,81.14,10208
07/13/2015 13,41.86,81.18,10278
07/13/2015 14,37.89,81.2,10294
07/13/2015 15,31.7,81.22,10269
07/13/2015 16,46.3,81.26,10265
07/13/2015 17,30.63,81.29,10232
07/13/2015 18,21.53,81.3,10241
07/13/2015 19,21.22,81.3,10058
07/13/2015 20,21.26,81.31,9862
07/13/2015 21,22.9,81.32,9685
07/13/2015 22,23.45,81.32,9578
07/13/2015 23,24.9,81.33,9427
07/13/2015 24,27.03,81.33,9052
07/14/2015 01,20.49,81.33,8697
07/14/2015 02,16.95,81.33,8483
07/14/2015 03,15.99,81.32,8343
07/14/2015 04,15.99,81.32,8278
07/14/2015 05,14.97,81.32,8289
07/14/2015 06,14.62,81.31,8395
07/14/2015 07,15.9,81.31,8642
07/14/2015 08,19.67,81.31,9046
07/14/2015 09,21.34,81.31,9385
07/14/2015 10,24.74,81.32,9669
07/14/2015 11,28.66,81.32,9823
07/14/2015 12,33.3,81.34,10011
07/14/2015 13,34.5,81.36,10069
07/14/2015 14,31.81,81.38,10091
07/14/2015 15,31.4,81.39,10084
07/14/2015 16,30.39,81.41,10135
07/14/2015 17,27.16,81.41,10065
07/14/2015 18,28,81.42,10129
07/14/2015 19,25.51,81.43,9987
07/14/2015 20,25.37,81.44,9852
07/14/2015 21,24.67,81.44,9717
07/14/2015 22,22.08,81.44,9518
07/14/2015 23,20.37,81.44,9414
07/14/2015 24,20.5,81.42,9077
07/15/2015 01,17.78,81.41,8746
07/15/2015 02,16.03,81.41,8516
07/15/2015 03,15.6,81.4,8403
07/15/2015 04,15.61,81.39,8347
07/15/2015 05,15.6,81.38,8309
07/15/2015 06,15.61,81.37,8353
07/15/2015 07,15.88,81.35,8578
07/15/2015 08,19.05,81.34,8998
07/15/2015 09,21.64,81.33,9309
07/15/2015 10,24.02,81.32,9503
07/15/2015 11,26.6,81.32,9696
07/15/2015 12,27.71,80.94,9823
07/15/2015 13,31.91,80.92,9929
07/15/2015 14,28.71,80.9,10075
07/15/2015 15,32.21,80.9,10156
07/15/2015 16,34.25,80.91,10190
07/15/2015 17,38.09,80.92,10219
07/15/2015 18,27.2,80.93,10141
07/15/2015 19,24.2,80.93,9921
07/15/2015 20,21.17,80.93,9783
07/15/2015 21,20.35,80.93,9625
07/15/2015 22,19.85,80.93,9482
07/15/2015 23,20.26,80.93,9340
07/15/2015 24,20.73,80.92,8937
07/16/2015 01,16.86,80.92,8587
07/16/2015 02,15.41,80.91,8336
07/16/2015 03,15.24,80.91,8189
07/16/2015 04,12.69,80.91,8157
07/16/2015 05,10.81,80.9,8218
07/16/2015 06,11.42,80.89,8340
07/16/2015 07,13.58,80.88,8640
07/16/2015 08,14.08,80.87,8957
07/16/2015 09,15.62,80.85,9255
07/16/2015 10,15.95,80.83,9461
07/16/2015 11,16.3,80.81,9582
07/16/2015 12,15.86,80.79,9600
07/16/2015 13,17.06,80.78,9595
07/16/2015 14,20.14,80.56,9624
07/16/2015 15,22.9,80.51,9598
07/16/2015 16,23.77,80.47,9599
07/16/2015 17,21.97,80.41,9573
07/16/2015 18,22.51,80.41,9493
07/16/2015 19,19.74,80.41,9300
07/16/2015 20,17.97,80.4,9163
07/16/2015 21,16.26,80.4,9115
07/16/2015 22,16.24,80.39,9179
07/16/2015 23,16.23,80.39,9102
